prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt
'donald trump meets Dr. Eggman',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,216002,1,True,autocast,png,,
'Donald Trump is a member of the Beatles',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,466608,1,True,autocast,png,,
'William discovering a new atomic element',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,778395,1,True,autocast,png,,
'william following the north star to a party',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,822468,1,True,autocast,png,,
'a mimir',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,243144,1,True,autocast,png,,
'black and white photograph of a minion during D-Day',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,84787,1,True,autocast,png,,
'minion computer keyboard',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,609345,1,True,autocast,png,,
'bob ross painting a minion',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,294162,1,True,autocast,png,,
'bob ross painting bob ross painting',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,136388,1,True,autocast,png,,
'the donald trump meal at mcdonalds',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,594865,1,True,autocast,png,,
'a sexy minion pinup',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,903401,1,True,autocast,png,,
'sexy trump pinup',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,396655,1,True,autocast,png,,
'tearing william in two',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,606859,1,True,autocast,png,,
'ness doing tasks in admin',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,28750,1,True,autocast,png,,
'joke boat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,725356,1,True,autocast,png,,
'back to the future',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,917406,1,True,autocast,png,,
'herson doing meth with walter white',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,171048,1,True,autocast,png,,
'walter white and walter white kissing',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,236224,1,True,autocast,png,,
'pregnant saul goodman',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,495054,1,True,autocast,png,,
'saul goodman kissing saul goodman',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,18495,1,True,autocast,png,,
'kim wexlers feet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,778987,1,True,autocast,png,,
'the hat man',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,560528,1,True,autocast,png,,
'direct my nuts into your mouth',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,618960,1,True,autocast,png,,
'the poop eater',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,858839,1,True,autocast,png,,
'jason the poop eater',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,753872,1,True,autocast,png,,
'eggman execution',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,206897,1,True,autocast,png,,
'cervical cow',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,120956,1,True,autocast,png,,
'Minecraft Obama',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,23187,1,True,autocast,png,,
'catdog',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,357850,1,True,autocast,png,,
'dogcat',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,353139,1,True,autocast,png,,
'The war on hugs',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,962907,1,True,autocast,png,,
'Jason getting blamed for me burping',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,202272,1,True,autocast,png,,
'watto is beautiful and pregnant',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,849379,1,True,autocast,png,,
'what's up-watto with you',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,681073,1,True,autocast,png,,
'watto star wars in a maid costume',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,152161,1,True,autocast,png,,
'trump water',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,798635,1,True,autocast,png,,
'John scatman meets the poop man',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,649007,1,True,autocast,png,,
'justice reigns from above',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,976867,1,True,autocast,png,,
'megatron descends from the heavens',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,214413,1,True,autocast,png,,
'jimmy neutron creates the atomic bomb',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,847178,1,True,autocast,png,,
'the Manhattan project stained glass photograph',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,121302,1,True,autocast,png,,
'widowmaker from overwatch',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,389565,1,True,autocast,png,,
'Conspicuously-sasha-shaped-scout-jak',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,743706,1,True,autocast,png,,
'twilight sparkle burns books',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,493563,1,True,autocast,png,,
'rarity commits tax fraud',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,889978,1,True,autocast,png,,
'the cupcakes hd incident',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,381484,1,True,autocast,png,,
'cupcakes.mov',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,712644,1,True,autocast,png,,
'fluttershy makes cupcakes',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,967625,1,True,autocast,png,,
'chuck eats all of the cupcakes',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,69900,1,True,autocast,png,,
'knee glaucoma',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,777002,1,True,autocast,png,,
'Jason with an eyeball in his knee',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,664128,1,True,autocast,png,,
'David Hasselhoff eating poop',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,620030,1,True,autocast,png,,
'Jason's feet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,611940,1,True,autocast,png,,
'David Hasselhoffs feet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,646498,1,True,autocast,png,,
'corn toes',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,999960,1,True,autocast,png,,
'Jason eating corn',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,736973,1,True,autocast,png,,
'gok',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,27473,1,True,autocast,png,,
'infinity stones In gif search 4th result',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,850198,1,True,autocast,png,,
'big green hulk feet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,519019,1,True,autocast,png,,
'splatoon four',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,932722,1,True,autocast,png,,
'should herson buy Splatoon or not',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,247633,1,True,autocast,png,,
'poop flood',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,377098,1,True,autocast,png,,
'Jason riding Noah's ark',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,173167,1,True,autocast,png,,
'Jason pooping on a big toilet',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,829578,1,True,autocast,png,,
'William starving',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,321826,1,True,autocast,png,,
'glizzy Maguire',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,260183,1,True,autocast,png,,
'Joe with a big iron on his hip',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,37943,1,True,autocast,png,,
'Jason needing to be a bit more sexy',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,210483,1,True,autocast,png,,
'Jason biting a peach',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,104014,1,True,autocast,png,,
'Jason bussin',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,703942,1,True,autocast,png,,
'Jason sucking down a huge glizzy',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,769714,1,True,autocast,png,,
'Jason licking my toes #yummy',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,21278,1,True,autocast,png,,
'Jason in a hot dog eating contest',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,838781,1,True,autocast,png,,
'Jason porn',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,431383,1,True,autocast,png,,
'William with a huge pollo',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,13641,1,True,autocast,png,,
'William as corn on the cob',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,69941,1,True,autocast,png,,
'William in a hot dog bun',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,171759,1,True,autocast,png,,
'Jason gets raptured',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,121782,1,True,autocast,png,,
'William in a hot dog bun',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,152131,1,True,autocast,png,,
'Mariah getting wicked trolled',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,918378,1,True,autocast,png,,
'justice with Hitler/Chaplin stache',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,913281,1,True,autocast,png,,
'William image (average)',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,304119,1,True,autocast,png,,
'the Williamaire's holiday',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,488849,1,True,autocast,png,,
'William with a big open mouth',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,312296,1,True,autocast,png,,
'Isaac being racist',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,992024,1,True,autocast,png,,
'William cannot stop eating garbage',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,60371,1,True,autocast,png,,
'maverick the dog being racist',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,618282,1,True,autocast,png,,
'French trigger warning',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,103225,1,True,autocast,png,,
'William is turning a greener shade of Shrek',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,654573,1,True,autocast,png,,
'Jason making the porn lady cry',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,817373,1,True,autocast,png,,
'Jason is the new character in jojo's bizarre adventure',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,380146,1,True,autocast,png,,
'justice getting his nuts clapped',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,269265,1,True,autocast,png,,
'sigma male',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,573045,1,True,autocast,png,,
'Pinto 2020 election poster',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,39954,1,True,autocast,png,,
'Minion found footage',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,768456,1,True,autocast,png,,
'Minion played by Willem Defoe',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,481842,1,True,autocast,png,,
'wiggly tank',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,421850,1,True,autocast,png,,
'Minion played by Willem Dafoe',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,778944,1,True,autocast,png,,
'Homer Simpson played by Willem Dafoe',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,107698,1,True,autocast,png,,
'minion in a blender',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,739853,1,True,autocast,png,,
'Willem Dafoe as a regular human',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,690291,1,True,autocast,png,,
'the best Garfield comic strip',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,590051,1,True,autocast,png,,
'reduced to atoms',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,492436,1,True,autocast,png,,
'Garfield on that ZAZA',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,630583,1,True,autocast,png,,
'Garfield discovers an eldritch horror',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,378078,1,True,autocast,png,,
'Diagram of an eldritch horror',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,650965,1,True,autocast,png,,
'Irish LDS temple',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,91008,1,True,autocast,png,,
'Middle Earth Mormon',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,304194,1,True,autocast,png,,
'mormon school bus',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,891636,1,True,autocast,png,,
'master chef',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,66071,1,True,autocast,png,,
'Jason folding proteins',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,67520,1,True,autocast,png,,
'Matt Damon',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,11413,1,True,autocast,png,,
'Gordon Ramsey',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,729518,1,True,autocast,png,,
'joker from persona 5',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,458552,1,True,autocast,png,,
'Jason in persona five',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,752828,1,True,autocast,png,,
'Jon Arbuckle mugshot',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,396666,1,True,autocast,png,,
'William mugshot',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,233638,1,True,autocast,png,,
'John Arbuckle thick juicy ass',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,574312,1,True,autocast,png,,
'Badonkadonk',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,905222,1,True,autocast,png,,
'Elmo being elected UK Prime Minister',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,261839,1,True,autocast,png,,
'big bird being elected US president',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,385170,1,True,autocast,png,,
'big bird gets put into blender',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,884735,1,True,autocast,png,,
'big bird has been put in a food processor',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,888230,1,True,autocast,png,,
'gluttony',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,568308,1,True,autocast,png,,
'Saturn devouring his Minion',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,434874,1,True,autocast,png,,
"'ed, edd, and Eddy'",/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,857164,1,True,autocast,png,,
'captain k'nuckles but really ripped',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,174420,1,True,autocast,png,,
'photograph of mr. krabs during the war',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,245261,1,True,autocast,png,,
'Gordon Ramsay's new restaurant',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,405438,1,True,autocast,png,,
'guy fieri's new restaurant',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,258571,1,True,autocast,png,,
'OutKast's new album',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,423487,1,True,autocast,png,,
'Sheev Palpatine's new Death Star',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,566404,1,True,autocast,png,,
'Steve-O's new stunt has gone too far',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,483927,1,True,autocast,png,,
'johnny Knoxville has pranked us all',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,731971,1,True,autocast,png,,
'Donnie Darko',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,427816,1,True,autocast,png,,
'the most sigma Chad male',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,88270,1,True,autocast,png,,
'William Howard Taft',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1173,1,True,autocast,png,,
'William Howard Taft stuck in a bathtub',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,834970,1,True,autocast,png,,
'William Howard Taft gut-maxing',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,443912,1,True,autocast,png,,
'Teletubbies on the cover of Abbey Road',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,827624,1,True,autocast,png,,
'pickleball',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,304994,1,True,autocast,png,,
'pickle shaped like a baseball',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,573653,1,True,autocast,png,,
'pickle shaped like a football',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,824655,1,True,autocast,png,,
'wiffle ball made of pickle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,571763,1,True,autocast,png,,
'sexy pickle pinup',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,856610,1,True,autocast,png,,
'Saturn devouring his pickle',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,420175,1,True,autocast,png,,
'penis music',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,87658,1,True,autocast,png,,
'The last Big Mac on Earth',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,946148,1,True,autocast,png,,
'bailey working diligently on a robot',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,65884,1,True,autocast,png,,
'the secret to making it big on twitch',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,898035,1,True,autocast,png,,
'youtube VHS',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,936438,1,True,autocast,png,,
'💪😎🎂',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,915368,1,True,autocast,png,,
'Abogado celebrating his birthday',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,518419,1,True,autocast,png,,
'cake made of refried beans',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,496515,1,True,autocast,png,,
'dancing lawyer',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,655635,1,True,autocast,png,,
'the poop man',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,480616,1,True,autocast,png,,
'Jason',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,603852,1,True,autocast,png,,
'alien on drugs',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,407570,1,True,autocast,png,,
'trail-cam footage of a McChicken',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,613023,1,True,autocast,png,,
'trail-cam footage of the poop man',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,367619,1,True,autocast,png,,
'jerma ape',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,214340,1,True,autocast,png,,
'jerma in the process of morphing',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,981117,1,True,autocast,png,,
'toothpaste monster',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,440729,1,True,autocast,png,,
'Ness eating his toothpaste once again',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,742905,1,True,autocast,png,,
'creepy pasta',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,558650,1,True,autocast,png,,
'scary spaghetti',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,145969,1,True,autocast,png,,
'terrifying tortellini',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,567266,1,True,autocast,png,,
'petrifying perciatelli',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,184344,1,True,autocast,png,,
'zonked ziti',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,671604,1,True,autocast,png,,
'🥳',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,261979,1,True,autocast,png,,
'Eddie Murphy wishing you a Happy Birthday',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,499751,1,True,autocast,png,,
'😎',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,488732,1,True,autocast,png,,
'🤪',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,522555,1,True,autocast,png,,
'🤬',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,672438,1,True,autocast,png,,
'🗣️',/project/quibbot/stable-diffusion/output,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,38818,1,True,autocast,png,,
